"accessionyear","technique","objectnumber","lastupdate","dated","copyright","period","url","provenance","objectid","culture","standardreferencenumber","worktypes","department","state","style","datebegin","dimensions","dateend","century","medium","people","primaryimageurl","images","reversedescription","metal","reverseInscription","obverseInscription","dieAxis","denomination","dateObject"
"1942","Struck","1942.176.37","2016-04-12T04:37:36-0400","c. 113 or 112 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/181827",NA,"181827","Roman Republican","RRC 293/1","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-118","3.81 g","-107","2nd century BCE","silver","list(birthplace = NA, name = ""L. Marcius Philippus"", prefix = ""Moneyer:"", personid = 54062, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Moneyer: L. Marcius Philippus"")","http://nrs.harvard.edu/urn-3:HUAM:COIN03474_dynmc","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/18735917"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN03474_dynmc"", publiccaption = NA, idsid = ""18735917"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN03474"")","Obv.: Male head (Philip V? of Macedon) r., wearing helmet with goat's horns, on which rests a diadem; behind, ROMA (in monogram); before, capital phi. Border of dots.","AR","Below, on tablet, L.PHILIPPVS; below, mark of value (XVI in monogram)","Behind, ROMA (in monogram) downwards; before, capital phi","8","denarius",NA
"1942","Struck","1942.176.25","2016-04-12T04:37:32-0400","c. 76 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/179833",NA,"179833","Roman Republican","RRC 390/2","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-81","3.72 g","-71","1st century BCE","silver","list(birthplace = NA, name = ""L. Lucretius Trio"", prefix = ""Moneyer:"", personid = 53329, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Moneyer: L. Lucretius Trio"")","http://nrs.harvard.edu/urn-3:HUAM:COIN10799_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43343706"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN10799_dlvr"", publiccaption = NA, idsid = ""43343706"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN10799"")","Obv.: Laureate head of Neptune r., with trident over shoulder; behind, control-mark (XXIIII). Border of dots.","AR","Below, L.LVCRETI/TRIO","Behind, control-mark (XXIIII)","5","denarius",NA
"1942","Struck","1942.176.15","2016-04-12T04:37:32-0400","after 211 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/180056",NA,"180056","Roman Republican","RRC 56/3","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-211","11.36 g","-200","3rd-2nd century BCE","bronze","list(birthplace = NA, name = ""Anonymous"", prefix = NA, personid = 53049, role = ""Coin Constituent"", displayorder = 1, culture = NA, displaydate = NA, deathplace = NA, displayname = ""Anonymous"")","http://nrs.harvard.edu/urn-3:HUAM:COIN10815_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43343722"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN10815_dlvr"", publiccaption = NA, idsid = ""43343722"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN10815"")","Obv.: Laureate head of Saturn r., mark of value (S) behind. Border of dots.","AE","Above, mark of value (S); below, ROMA","Behind, mark of value (S)","5","semis",NA
"1942","Cast","1942.176.20","2016-04-12T04:37:32-0400","c. 269-265 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/180070",NA,"180070","Roman Republican","RRC 21/6; Rutter (HN3 Italy) 293","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-274","32.64 g","-260","3rd century BCE","bronze","list(birthplace = NA, name = ""Anonymous"", prefix = NA, personid = 53049, role = ""Coin Constituent"", displayorder = 1, culture = NA, displaydate = NA, deathplace = NA, displayname = ""Anonymous"")","http://nrs.harvard.edu/urn-3:HUAM:COIN10818_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43343725"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN10818_dlvr"", publiccaption = NA, idsid = ""43343725"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN10818"")","Obv.: Knucklebone (astragalos) with pellet.","AE",NA,NA,"not assignable","sextans",NA
"1942","Struck","1942.176.56","2016-04-12T04:37:34-0400","c. 43-42 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/180936",NA,"180936","Roman Republican","RRC 489/6","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-48","1.64 g","-38","1st century BCE","silver","list(birthplace = NA, name = ""Marc Antony"", prefix = NA, personid = 20470, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = ""83-30 BCE"", deathplace = NA, displayname = ""Marc Antony"")","http://nrs.harvard.edu/urn-3:HUAM:COIN09448_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43338072"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN09448_dlvr"", publiccaption = NA, idsid = ""43338072"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN09448"")","Obv.: Head of Fulvia as Victory r.; behind, III.VIR. downwards; before, R.P.C upwards. Border of dots.","AR","Above, ANTONI; to l., A; to r., XLI (Antony's age); in exergue, IMP","Behind, III.VIR downwards; before, R.P.C upwards","9","quinarius",NA
"1942","Struck","1942.176.55","2016-04-12T04:37:35-0400","c. 39 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/181143",NA,"181143","Roman Republican","RPC 2201","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-44","11.56 g","-34","1st century BCE","silver","list(birthplace = NA, name = ""Marc Antony"", prefix = ""Issued by"", personid = 20470, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = ""83-30 BCE"", deathplace = NA, displayname = ""Issued by Marc Antony"")","http://nrs.harvard.edu/urn-3:HUAM:COIN03573_dynmc","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/18736016"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN03573_dynmc"", publiccaption = NA, idsid = ""18736016"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN03573"")","Obv.: Head of Antony r., wearing ivy wreath; below, lituus; all within wreath of ivy leaves and flowers; around, M.ANTONIVS.IMP.COS.DESIG.ITER.ET.TERT.","AR","To l., III.VIR. downwards; to r., R.P.C. upwards","Around, clockwise, M.ANTONIVS.IMP.COS.DESIG.ITER.ET.TERT","12","cistophorus",NA
"1942","Struck","1942.176.44","2016-04-12T04:37:36-0400","c. 54 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/181554",NA,"181554","Roman Republican","RRC 433/2","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-59","3.74 g","-49","1st century BCE","silver","list(birthplace = c(NA, NA, NA), name = c(""Brutus"", ""L. Junius Brutus"", ""C. Servilius Ahala""), prefix = c(""Moneyer:"", ""Portrait of"", ""Portrait of""), personid = c(52081, 53987, 53986), role = c(""Coin Constituent"", ""Coin Constituent"", ""Coin Constituent""), displayorder = 1:3, culture = c(""Roman"", ""Roman"", ""Roman""), displaydate = c(""85-42 BCE"", NA, NA), deathplace = c(NA, NA, NA), displayname = c(""Moneyer: Brutus"", ""Portrait of L. Junius Brutus"", ""Portrait of C. Servilius Ahala""))","http://nrs.harvard.edu/urn-3:HUAM:COIN03543_dynmc","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/18735986"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN03543_dynmc"", publiccaption = NA, idsid = ""18735986"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN03543"")","Obv.: Bearded head of L. Junius Brutus (Cos. 509) r.; behind, BRVTVS downwards. Border of dots.","AR","Behind, AHALA downwards","Behind, BRVTVS downwards","3","denarius",NA
"1942","Struck","1942.176.30","2016-04-12T04:37:32-0400","c. 76-75 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/180054",NA,"180054","Roman Republican","RRC 393/1a","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-81","3.85 g","-71","1st century BCE","silver","list(birthplace = NA, name = ""Cn. Cornelius P.f. Lentulus Marcellinus"", prefix = ""Issued by"", personid = 26024, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Issued by Cn. Cornelius P.f. Lentulus Marcellinus"")","http://nrs.harvard.edu/urn-3:HUAM:COIN10801_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43343708"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN10801_dlvr"", publiccaption = NA, idsid = ""43343708"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN10801"")","Obv.: Bust of Genius Populi Romani r., draped, hair tied with band, with sceptre over shoulder; above, G.P.R. Border of dots.","AR","To l., EX.; to r., S.C; below, CN.LEN.Q","Above, G.P.R","6","denarius",NA
"1942","Cast","1942.176.21","2016-04-12T04:37:33-0400","c. 235 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/180369",NA,"180369","Roman Republican","Rutter (HN3 Italy) 49; Thurlow-Vecchi 167","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-240","11.94 g","-230","3rd century BCE","bronze","list(birthplace = NA, name = ""Anonymous"", prefix = NA, personid = 53049, role = ""Coin Constituent"", displayorder = 1, culture = NA, displaydate = NA, deathplace = NA, displayname = ""Anonymous"")","http://nrs.harvard.edu/urn-3:HUAM:COIN09285_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43337909"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN09285_dlvr"", publiccaption = NA, idsid = ""43337909"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN09285"")","Obv.: Cicada between two pellets","AE","To l., VT (TV retrograde)",NA,"6","sextans",NA
"1942","Struck","1942.176.19","2016-04-12T04:37:34-0400","c. 215-212 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/180934",NA,"180934","Roman Republican","RRC 41/6e","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-220","20.6 g","-207","3rd century BCE","bronze","list(birthplace = NA, name = ""Anonymous"", prefix = NA, personid = 53049, role = ""Coin Constituent"", displayorder = 1, culture = NA, displaydate = NA, deathplace = NA, displayname = ""Anonymous"")","http://nrs.harvard.edu/urn-3:HUAM:COIN09472_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43338096"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN09472_dlvr"", publiccaption = NA, idsid = ""43338096"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN09472"")","Obv.: Head of Saturn r., laureate; behind, mark of value (S).","AE","Above, mark of value (S); below, ROMA","Behind, mark of value (S)","7","semis",NA
"1942","Struck","1942.176.28","2016-04-12T04:37:34-0400","c. 132 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/180977",NA,"180977","Roman Republican","RRC 250/1","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-137","3.68 g","-127","2nd century BCE","silver","list(birthplace = NA, name = ""M. Aburius M.f. Geminus"", prefix = ""Moneyer:"", personid = 26023, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Moneyer: M. Aburius M.f. Geminus"")","http://nrs.harvard.edu/urn-3:HUAM:COIN09445_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43338069"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN09445_dlvr"", publiccaption = NA, idsid = ""43338069"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN09445"")","Obv.: Helmeted head of Roma r.; behind, GEM; before, mark of value (XVI in monogram). Border of dots.","AR","Below, M.ABVRI (AB and VR in ligature); ROMA in exergue","GEM behind, downwards; before, mark of value (XVI in monogram)","9","denarius",NA
"1942","Struck","1942.176.45","2016-04-12T04:37:34-0400","c. 49-48 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/180991",NA,"180991","Roman Republican","RRC 443/1","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-54","3.89 g","-44","1st century BCE","silver","list(birthplace = NA, name = ""Julius Caesar"", prefix = ""Issued by"", personid = 12665, role = ""Coin Constituent"", displayorder = 1, culture = NA, displaydate = ""100-44 BCE"", deathplace = NA, displayname = ""Issued by Julius Caesar"")","http://nrs.harvard.edu/urn-3:HUAM:COIN03547_dynmc","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/18735990"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN03547_dynmc"", publiccaption = NA, idsid = ""18735990"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN03547"")","Obv.: Elephant r., trampling dragon; in exergue, CAESAR. Border of dots.","AR",NA,"In exergue, CAESAR","6","denarius",NA
"1942","Struck","1942.176.58","2016-04-12T04:37:34-0400","c. 37 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/181071",NA,"181071","Roman Republican","RRC 538/1","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-42","4.01 g","-32","1st century BCE","silver","list(birthplace = NA, name = ""Octavian"", prefix = ""Issued by"", personid = 19678, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = ""r. 27 BCE - 14 CE"", deathplace = NA, displayname = ""Issued by Octavian"")","http://nrs.harvard.edu/urn-3:HUAM:COIN09451_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43338075"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN09451_dlvr"", publiccaption = NA, idsid = ""43338075"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN09451"")","Obv.: Head of Octavian r.; around, IMP.CAESAR.DIVI.F.III.VIR.ITER.R.P.C. Border of dots.","AR","Above, COS.ITER.ET.TER.DESIG","Around, clockwise, IMP.CAESAR.DIVI.F.III.VIR.ITER.R.P.C","7","denarius",NA
"1942","Struck","1942.176.40","2016-04-12T04:37:35-0400","c. 85 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/181406",NA,"181406","Roman Republican","RRC 353/1c","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-90","3.77 g","-80","1st century BCE","silver","list(birthplace = NA, name = ""Mn. Fonteius C.f."", prefix = ""Moneyer:"", personid = 53970, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Moneyer: Mn. Fonteius C.f."")","http://nrs.harvard.edu/urn-3:HUAM:COIN03510_dynmc","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/18735953"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN03510_dynmc"", publiccaption = NA, idsid = ""18735953"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN03510"")","Obv.: Laureate head of Apollo r.; below, thunderbolt; behind, MN.FONTEI (MN and NT in ligature) downwards; before, C.F upwards. Border of dots.","AR",NA,"Behind, MN.FONTEI (MN and NT in ligature) downwards; before, C.F upwards","7","denarius",NA
"1942","Struck","1942.176.48","2016-04-12T04:37:35-0400","c. 46 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/181449",NA,"181449","Roman Republican","RRC 467/1a","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-51","3.92 g","-41","1st century BCE","silver","list(birthplace = NA, name = ""Julius Caesar"", prefix = ""Issued by"", personid = 12665, role = ""Coin Constituent"", displayorder = 1, culture = NA, displaydate = ""100-44 BCE"", deathplace = NA, displayname = ""Issued by Julius Caesar"")","http://nrs.harvard.edu/urn-3:HUAM:COIN03554_dynmc","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/18735997"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN03554_dynmc"", publiccaption = NA, idsid = ""18735997"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN03554"")","Obv.: Head of Ceres r.; behind, COS.TERT downwards; before, [DI]CT.ITER upwards. Border of dots.","AR","Above, AVGVR; below, PONT.MAX; to r., D","Behind, COS.TERT downwards; before, DICT.ITER upwards.","1","denarius",NA
